precision,recall,f1_score,accuracy
0.8805755395683453,0.9074348654945986,0.8938034633841018,0.8663866649166557
0.8520516278173762,0.9368777801313282,0.892453591606134,0.8600866255414097
0.8406562323213276,0.9442914636729507,0.8894652833200319,0.8545740910880693
0.860813704496788,0.8515145096377886,0.8561388563518262,0.822680141750886
0.8588969011888521,0.9334886676551578,0.8946406820950061,0.8637616485103032
0.8517592770621034,0.9383605168396526,0.8929651279983875,0.8606116288226802
